id,sentiment
"12311_10",0.994760274887085
"8348_2",0.01606568694114685
"5828_4",0.19409343600273132
"7186_2",0.5259463787078857
"12128_7",0.9847238659858704
"2913_8",0.7340054512023926
"4396_1",0.016497254371643066
"395_2",0.7315505743026733
"10616_1",0.004335939884185791
"9074_9",0.5371509790420532
"9252_3",0.03271609544754028
"9896_9",0.14313042163848877
"574_4",0.5416930913925171
"11182_8",0.4730619788169861
"11656_4",0.6092725992202759
"2322_4",0.9687249064445496
"8703_1",0.061600953340530396
"7483_1",0.2818642854690552
"6007_10",0.9932390451431274
"12424_4",0.023226827383041382
"4672_1",0.007550090551376343
"10841_3",0.09382542967796326
"8954_7",0.7106969356536865
"7392_1",0.031055808067321777
"10288_8",0.9891241788864136
"5343_4",0.021017372608184814
"4950_1",0.0039750635623931885
"9257_4",0.6786937117576599
"8689_3",0.13989758491516113
"4480_2",0.02602282166481018
"9286_10",0.9909720420837402
"12245_10",0.9958803653717041
"7529_7",0.9614551067352295
"4_4",0.04893580079078674
"5299_2",0.02570474147796631
"12077_8",0.9646273851394653
"10701_2",0.02166178822517395
"11579_1",0.020518213510513306
"10993_1",0.07959842681884766
"8913_1",0.08178532123565674
"1350_3",0.16326645016670227
"3804_2",0.010868847370147705
"5025_3",0.8156407475471497
"5170_8",0.5900298357009888
"8225_8",0.9914703369140625
"6427_7",0.9863858222961426
"3165_3",0.2260269820690155
"7902_9",0.995513916015625
"8208_3",0.0039694905281066895
"3577_8",0.9810951948165894
"4865_1",0.00893208384513855
"9063_3",0.032143622636795044
"1106_1",0.6361497044563293
"1117_9",0.9657526612281799
"1050_4",0.25890523195266724
"10755_9",0.8963797092437744
"2729_8",0.9571720361709595
"10072_10",0.9892202615737915
"2904_7",0.9932565689086914
"4584_2",0.8241008520126343
"189_4",0.11284449696540833
"6302_4",0.06485918164253235
"8138_9",0.8328222036361694
"1262_1",0.04893225431442261
"2199_10",0.9930691719055176
"6551_7",0.642658531665802
"8082_7",0.17324745655059814
"4897_8",0.9939141869544983
"7360_1",0.061726272106170654
"11012_10",0.9829303026199341
"12046_1",0.06443473696708679
"2331_2",0.6918463110923767
"8961_9",0.9933197498321533
"751_7",0.9186550974845886
"9884_10",0.9656634330749512
"10016_8",0.9797733426094055
"8023_10",0.9459028244018555
"2628_1",0.007368743419647217
"5832_1",0.01136884093284607
"7302_1",0.021662235260009766
"4501_3",0.16250738501548767
"1121_7",0.8712449073791504
"8334_3",0.9272275567054749
"9789_10",0.9193922281265259
"4230_10",0.9352177381515503
"824_4",0.017940133810043335
"6803_9",0.659620463848114
"3086_7",0.9722298979759216
"1135_8",0.9833228588104248
"10136_1",0.005966812372207642
"11129_3",0.023962348699569702
"2072_8",0.6093961000442505
"9501_7",0.9848943948745728
"319_10",0.9887372851371765
"1693_7",0.9909549951553345
"10886_1",0.006328493356704712
"9406_8",0.9314465522766113
"10376_10",0.3204171657562256
"9902_1",0.05088835954666138
"9938_8",0.75142502784729
"7080_9",0.5543734431266785
"11944_8",0.2847369909286499
"5249_1",0.011275678873062134
"9599_2",0.7031328678131104
"9620_1",0.16126319766044617
"11244_1",0.0885363221168518
"6841_10",0.9909157156944275
"10050_4",0.9240580797195435
"10512_9",0.9825514554977417
"11327_3",0.012689262628555298
"10681_8",0.9794024229049683
"808_3",0.09430485963821411
"546_7",0.9929264783859253
"10765_1",0.0028912723064422607
"7189_9",0.9446659684181213
"6005_9",0.9578771591186523
"11915_9",0.9901013374328613
"5740_10",0.9826401472091675
"7097_10",0.511183500289917
"9573_10",0.9327257871627808
"5084_4",0.605441689491272
"12332_7",0.8065468668937683
"8154_1",0.013376712799072266
"5610_1",0.22904297709465027
"5323_9",0.9595849514007568
"11034_8",0.9524433612823486
"3977_2",0.047309041023254395
"12380_7",0.3867262303829193
"1737_8",0.9303737282752991
"6030_9",0.93262779712677
"5918_7",0.982421875
"7061_9",0.9643957614898682
"266_8",0.9632747173309326
"1375_10",0.9884192943572998
"8648_3",0.003788769245147705
"10146_10",0.9808051586151123
"4578_10",0.9912580251693726
"4685_8",0.9885914325714111
"11843_9",0.977634072303772
"5467_10",0.9948711395263672
"10140_10",0.9652650356292725
"7721_8",0.9860353469848633
"11208_10",0.41414985060691833
"1063_10",0.9913081526756287
"8260_10",0.8825139403343201
"3182_9",0.9924659729003906
"2797_8",0.9682679176330566
"7613_2",0.9653437733650208
"11624_4",0.01716744899749756
"4847_10",0.9819353222846985
"10684_7",0.9173945188522339
"6312_1",0.5049247741699219
"4925_3",0.01002955436706543
"4125_1",0.007604420185089111
"2394_10",0.9959609508514404
"12105_10",0.9162107110023499
"7812_1",0.00887829065322876
"1061_8",0.9887455701828003
"9343_3",0.9156597256660461
"7696_10",0.9949201345443726
"9355_10",0.9954225420951843
"782_9",0.9942038059234619
"9882_10",0.9939360618591309
"10642_10",0.9875514507293701
"7410_2",0.008157700300216675
"9591_4",0.03203988075256348
"11902_3",0.2722910940647125
"3495_7",0.29927894473075867
"6733_1",0.01446351408958435
"4552_1",0.002995103597640991
"6722_1",0.04977375268936157
"188_10",0.9869459867477417
"5099_10",0.9727799892425537
"10313_1",0.11318445205688477
"6756_9",0.9088863134384155
"6622_2",0.01216927170753479
"4807_10",0.9957777261734009
"7173_3",0.1504865288734436
"11321_8",0.381243497133255
"7909_9",0.33500421047210693
"8012_7",0.033603519201278687
"8615_4",0.02510911226272583
"8117_10",0.9776028990745544
"1892_10",0.972543478012085
"4617_1",0.17681482434272766
"1893_8",0.985055685043335
"5435_1",0.010840773582458496
"162_3",0.01667100191116333
"6516_10",0.9947682023048401
"11588_7",0.7469971179962158
"2006_1",0.017074882984161377
"1594_4",0.6336181163787842
"1472_1",0.009426981210708618
"3647_1",0.32269489765167236
"174_7",0.9629859924316406
"5539_7",0.021515190601348877
"3384_10",0.9935519695281982
"3811_4",0.25179123878479004
"4079_8",0.21977537870407104
"1179_7",0.9833032488822937
"3069_9",0.9937766194343567
"3769_8",0.9425018429756165
"9247_10",0.9490337371826172
"10434_1",0.005472719669342041
"1147_10",0.989467978477478
"5344_7",0.9875807762145996
"8073_10",0.9841165542602539
"7833_3",0.0073625147342681885
"8370_1",0.0223066508769989
"9007_8",0.026723623275756836
"6624_7",0.9003725051879883
"6683_3",0.16858556866645813
"12275_7",0.5322446823120117
"11927_8",0.9672112464904785
"1560_10",0.9920501112937927
"1325_9",0.6975694894790649
"3548_8",0.05625051259994507
"607_1",0.0037299692630767822
"6702_7",0.456819623708725
"5702_3",0.010160624980926514
"11345_8",0.9826187491416931
"3428_4",0.28761589527130127
"7209_9",0.9935818910598755
"8425_8",0.98860102891922
"3087_1",0.015428602695465088
"1119_8",0.6681395173072815
"5715_3",0.6061392426490784
"8645_1",0.048440396785736084
"2149_3",0.008351624011993408
"10403_10",0.9161899089813232
"5628_1",0.16727766394615173
"5570_10",0.9947702884674072
"1613_3",0.017235994338989258
"1454_4",0.9883346557617188
"5094_3",0.04685962200164795
"7982_1",0.26110613346099854
"6894_2",0.9768247604370117
"6554_1",0.21209102869033813
"4721_3",0.07789751887321472
"6904_4",0.03611651062965393
"893_8",0.9946660995483398
"4605_4",0.4077790677547455
"11516_7",0.38527095317840576
"11718_7",0.9948115348815918
"5956_1",0.006807595491409302
"7455_9",0.4005623161792755
"6396_4",0.9392743110656738
"1223_8",0.9690996408462524
"8556_1",0.013998657464981079
"6108_8",0.8308618068695068
"11690_1",0.004698306322097778
"3778_9",0.9332062602043152
"3627_4",0.8026098012924194
"8256_4",0.04895150661468506
"533_1",0.006291091442108154
"5235_4",0.02207997441291809
"621_2",0.031265705823898315
"5365_1",0.17100894451141357
"8180_3",0.661203920841217
"7396_7",0.1610226035118103
"9776_10",0.9606906175613403
"8175_10",0.9878212213516235
"3128_1",0.04854482412338257
"4606_1",0.05011337995529175
"6158_2",0.02433556318283081
"3281_10",0.7978959083557129
"4723_4",0.06340488791465759
"11994_3",0.08606341481208801
"7701_1",0.0027298033237457275
"103_3",0.33654123544692993
"8908_10",0.9927598237991333
"8876_1",0.017970234155654907
"7519_9",0.8620325326919556
"12456_8",0.904049277305603
"9514_8",0.6180970668792725
"8680_8",0.8644375205039978
"12402_10",0.9853487610816956
"362_2",0.16921758651733398
"9825_7",0.9835788607597351
"2913_3",0.3558400869369507
"7164_8",0.9858078956604004
"11177_7",0.824314296245575
"5707_10",0.9934345483779907
"8103_10",0.9681764841079712
"6289_1",0.021042734384536743
"11754_1",0.28647488355636597
"11640_10",0.9409427642822266
"9933_7",0.7031679153442383
"185_10",0.9850653409957886
"242_10",0.9958639144897461
"9369_8",0.9460723400115967
"7453_10",0.9560483694076538
"7514_7",0.041859984397888184
"10860_2",0.02418273687362671
"8663_8",0.9281784296035767
"9108_1",0.010695606470108032
"7941_1",0.020514369010925293
"10116_1",0.0033954083919525146
"9841_4",0.05245828628540039
"4512_9",0.9739204049110413
"4853_2",0.08476057648658752
"2664_4",0.4124361574649811
"9966_10",0.9893664717674255
"5167_2",0.012052536010742188
"3894_2",0.022747904062271118
"3929_8",0.7959006428718567
"7165_10",0.9870193600654602
"5451_8",0.5975276231765747
"2947_4",0.5670986771583557
"4611_10",0.916067361831665
"5807_1",0.6365861892700195
"9464_8",0.9824459552764893
"3124_10",0.8089101314544678
"2705_4",0.9729874134063721
"12187_8",0.981304407119751
"12319_10",0.9772301316261292
"9874_3",0.05112949013710022
"3406_4",0.04123854637145996
"2327_10",0.9931755065917969
"605_10",0.982877254486084
"8080_4",0.26684075593948364
"3074_10",0.9935562014579773
"2499_3",0.057965874671936035
"1013_1",0.9045120477676392
"11535_1",0.010102152824401855
"4118_7",0.970434308052063
"10492_8",0.9918914437294006
"2129_4",0.514627993106842
"9814_10",0.17252877354621887
"10671_9",0.7054176330566406
"5980_10",0.9932723045349121
"2755_2",0.6460055112838745
"5461_2",0.9735552072525024
"11979_1",0.07045209407806396
"8810_1",0.00884711742401123
"852_7",0.9889145493507385
"10961_4",0.042780399322509766
"7436_4",0.37768980860710144
"11281_3",0.5688287019729614
"4208_3",0.08041629195213318
"8213_10",0.844779372215271
"9851_2",0.5952430367469788
"4713_7",0.8289217352867126
"9528_1",0.9860848188400269
"3595_10",0.9948657751083374
